date,total_hazard,rsi,rsi_drag,active_event_count,dominant_event_id,dominant_category,probability_component_hazard,severity_component_hazard,velocity_component_hazard,persistence_component_hazard,probability_share_of_hazard,severity_share_of_hazard,velocity_share_of_hazard,persistence_share_of_hazard,probability_rsi_drag,severity_rsi_drag,velocity_rsi_drag,persistence_rsi_drag
2020-02-12,2.2794503014714222,0.30492915216654465,0.6950708478334553,1,covid_crash_2020,Sovereign,0.2568861838793163,0.611550047027648,0.6579575043247698,0.7530565662396882,0.11269654956438054,0.2682883880525417,0.28864744447380475,0.3303676179092731,0.078332086253619,0.1864794373475512,0.20063042395536768,0.22962890027691746
2020-02-13,2.4438393123501068,0.2903735944978197,0.7096264055021804,1,covid_crash_2020,Sovereign,0.29112891130466967,0.6496890490056341,0.6989906833439494,0.8040306686958539,0.11912768152694414,0.26584769535475866,0.28602153988257445,0.32900308323572286,0.08453614843777386,0.1886525444656361,0.20296843724306984,0.23346927535570067
2020-02-14,2.6114291184329734,0.2768986922368028,0.7231013077631971,1,covid_crash_2020,Sovereign,0.3277591878636035,0.6879247929091759,0.7401279455468546,0.8556171921133396,0.12550950954406154,0.2634284760223457,0.2834187381624125,0.32764327627118034,0.09075609048802837,0.1904854755138242,0.2049404602098356,0.23691928155150901
2020-02-18,3.3063227427371538,0.23221668689058528,0.7677833131094147,1,covid_crash_2020,Sovereign,0.4970145838452341,0.8405704275794297,0.9180246968382029,1.050713034474287,0.15032246471915153,0.2542312088031551,0.27765731547374956,0.3177890110039438,0.11541507999684326,0.19519447979069782,0.21318065358350138,0.24399309973837222
2020-02-19,3.4842334965486557,0.22300355250672427,0.7769964474932758,1,covid_crash_2020,Sovereign,0.544457239382096,0.8781692312304343,0.9638954868980828,1.0977115390380427,0.15626313216993462,0.2520408669798721,0.2766449171253533,0.3150510837248401,0.12141589857021141,0.1958348582664859,0.21495211782347118,0.24479357283310735
2020-02-20,3.6630187234215943,0.21445335292718443,0.7855466470728156,1,covid_crash_2020,Sovereign,0.5936675521339799,0.9153713969489496,1.0097655281524778,1.144214246186187,0.16207057538036282,0.24989536392375006,0.2756648557911996,0.31236920490468756,0.12731399707920604,0.19630446524934292,0.2165476031825881,0.24538058156167863
2020-02-21,3.8422528576746258,0.2065154442348196,0.7934845557651804,1,covid_crash_2020,Sovereign,0.6444733973428441,0.9521024639609456,1.0555489164196543,1.1901280799511817,0.16773320789014565,0.24779797145812224,0.27472135632907935,0.30974746432265277,0.13309370994978087,0.19662386330196097,0.21798715338598737,0.2457798291274512
2020-02-24,4.3783933948759,0.1859291291248274,0.8140708708751726,1,covid_crash_2020,Sovereign,0.8045382536394593,1.058792781784181,1.1915713822220335,1.3234909772302261,0.18375193388995667,0.24182221337701224,0.27214808601176577,0.30227776672126533,0.14958709684679417,0.19686041984078617,0.22154782938660952,0.24607552480098274
2020-02-25,4.555103575079252,0.18001464535892717,0.8199853546410728,1,covid_crash_2020,Sovereign,0.8597184681481407,1.0929707145546395,1.2362009991831722,1.3662133931932994,0.1887374137553355,0.23994420687473028,0.27138812077652136,0.2999302585934129,0.1547619151522077,0.19675073556824665,0.22253428446031018,0.24593841946030834
2020-02-26,4.73006330622739,0.17451814169543425,0.8254818583045658,1,covid_crash_2020,Sovereign,0.9154194768529148,1.1263547460285457,1.2803456508102473,1.4079434325356819,0.19353218288806293,0.23812678036372947,0.2706825612935458,0.2976584754546618,0.15975730597217727,0.19656933716673458,0.2234435437072357,0.24571167145841818
2020-02-27,4.902787499112245,0.16941148570067885,0.8305885142993211,1,covid_crash_2020,Sovereign,0.9713793890012958,1.1588821799011229,1.3239232053334224,1.4486027248764035,0.19812798110813185,0.2363721005878724,0.27003479256915525,0.29546512573484046,0.1645628254697272,0.19632795184909063,0.22428779716914002,0.24540993981136325
2020-02-28,5.072811080980296,0.1646683861337205,0.8353316138662795,1,covid_crash_2020,Sovereign,1.0273349745199216,1.1904970611088717,1.3668577189654139,1.4881213263860895,0.20251788566929918,0.2346819233171234,0.2694477868671733,0.29335240414640423,0.16916959227292236,0.19603722974973514,0.2250782546564532,0.24504653718716893
2020-03-02,5.5617291357389815,0.15239885391693786,0.8476011460830621,1,covid_crash_2020,Sovereign,1.1923352062101606,1.2792867258583451,1.490998796347545,1.5991084073229314,0.21438210619578046,0.23001600664761024,0.2680818788470966,0.2875200083095128,0.18171051891124426,0.19496183085196367,0.2272265077548997,0.2437022885649546
2020-03-03,5.715969092347728,0.14889883890910313,0.8511011610908968,1,covid_crash_2020,Sovereign,1.2453943344725649,1.3066757959582622,1.5305542169690731,1.6333447449478278,0.2178798230626965,0.22860092048215913,0.2677681058524455,0.2857511506026989,0.18543777038694015,0.19456250884881343,0.22789774579412653,0.24320313606101676
2020-03-04,5.864970479930611,0.14566705026969143,0.8543329497303086,1,covid_crash_2020,Sovereign,1.2969689962221544,1.3328647089140973,1.5690558886517376,1.6660808861426215,0.2211381968008642,0.2272585537258947,0.26753005731587265,0.28407319215736837,0.1889256479709238,0.19415447055608745,0.22855974300818802,0.2426930881951093
2020-03-05,6.008204428515697,0.14268990155753705,0.857310098442463,1,covid_crash_2020,Sovereign,1.3467454632499585,1.3577962272948547,1.6064174538523157,1.6972452841185681,0.22415107196721445,0.22599035093589398,0.2673706384270242,0.28248793866986743,0.19216697757419623,0.19374381000789803,0.2292195483504963,0.2421797625098725
2020-03-06,6.1451247183241176,0.13995556962573902,0.8600444303742609,1,covid_crash_2020,Sovereign,1.3944027869073763,1.3814106200260314,1.6425480363581706,1.7267632750325392,0.2269120401656639,0.22479781669960414,0.2672928722602268,0.28099727087450516,0.19515443632933982,0.19333611021278857,0.22988374606614684,0.2416701377659857
2020-03-09,6.512405994877541,0.1331131465314663,0.8668868534685337,1,covid_crash_2020,Sovereign,1.521416779302155,1.4437313974686157,1.7425935712710008,1.8046642468357694,0.2336182327236439,0.22168940305690565,0.2675806103983185,0.277111753821132,0.2025205746786793,0.19217962906331848,0.23196211339738793,0.24022453632914803
2020-03-10,6.618423011672289,0.1312607607201499,0.8687392392798501,1,covid_crash_2020,Sovereign,1.557350350166328,1.4614465724647594,1.7728178734602522,1.826808215580949,0.23530535105111533,0.22081492371934278,0.2678610705803634,0.27601865464917846,0.204418991670624,0.19183058885357998,0.23270142268867114,0.23978823606697494
2020-03-11,6.715258423652549,0.129613286436954,0.870386713563046,1,covid_crash_2020,Sovereign,1.5895453146193252,1.4775180492292053,1.801297498267512,1.8468975615365064,0.23670649948788466,0.22002400444115103,0.26823949051952556,0.27503000555143875,0.20602619216827275,0.19150597013051449,0.23347208860111568,0.23938246266314306
2020-03-12,6.802296495530969,0.12816739284040077,0.8718326071595992,1,covid_crash_2020,Sovereign,1.617679005896126,1.4918696392206485,1.8279108013883842,1.8648370490258108,0.23781365704345914,0.21931852576564248,0.2687196599838453,0.27414815720705316,0.20733370063835777,0.19120904211665982,0.23427856175875686,0.23901130264582482
2020-03-13,6.878918460815434,0.12692097335101807,0.873079026648982,1,covid_crash_2020,Sovereign,1.6414376235917512,1.504422357392252,1.8525305330911164,1.8805279467403149,0.2386185608888833,0.21870042012591556,0.26930549382780666,0.27337552515739444,0.20833286088124708,0.1909427499312578,0.23512497842240487,0.23867843741407221
2020-03-16,7.004887853516484,0.12492367392264063,0.8750763260773594,1,covid_crash_2020,Sovereign,1.6773552051852254,1.5248683683502051,1.896578819543297,1.9060854604377562,0.23945496919600015,0.21768633563272743,0.27075077563036304,0.2721079195409093,0.2095413747050031,0.1904921588227301,0.23692759402121355,0.23811519852841262
2020-03-17,6.982575693683067,0.1252728490619062,0.8747271509380938,1,covid_crash_2020,Sovereign,1.6679588910919858,1.52117154171023,1.8919808337430635,1.9014644271377876,0.23887444465527807,0.21785249576118304,0.27095743988206006,0.2723156197014788,0.20894996240523075,0.1905614929419328,0.23701382941351423,0.23820186617741598
2020-03-18,6.91766903964037,0.1262997979573823,0.8737002020426177,1,covid_crash_2020,Sovereign,1.6407371256673173,1.5103852174562753,1.8785651746964338,1.887981521820344,0.23718063357257904,0.21833730535550397,0.2715604293775371,0.27292163169437994,0.20722476747295837,0.19076134780254453,0.23726240201393417,0.23845168475318063
2020-03-19,6.813208649524806,0.12798839053924654,0.8720116094607535,1,covid_crash_2020,Sovereign,1.597280032029183,1.4929246023265568,1.8568482622608704,1.8661557529081956,0.2344387371933174,0.219122102246301,0.2725365327525054,0.27390262780787616,0.2044333005398913,0.19107701704822072,0.2376550205623656,0.23884627131027583
2020-03-20,6.672235281472786,0.1303401112339241,0.8696598887660759,1,covid_crash_2020,Sovereign,1.5393316449275174,1.4691608498371695,1.8272917244116373,1.8364510622964618,0.2307070389441865,0.2201902043107923,0.2738650013565308,0.2752377553884904,0.200636657825752,0.19149058858830317,0.2381694066166418,0.23936323573537896
2020-03-23,6.060692651661131,0.14162916435184802,0.858370835648152,1,covid_crash_2020,Sovereign,1.2975253014927834,1.363333404949706,1.6956671890315096,1.704166756187132,0.2140886159500522,0.2249467978839085,0.2797810888111537,0.28118349735488557,0.1837674241758026,0.1930877708759865,0.24015592700137983,0.24135971359498307
2020-03-24,5.8041067936267545,0.14697006239476962,0.8530299376052304,1,covid_crash_2020,Sovereign,1.2008709852510637,1.3175571394100678,1.638732244703038,1.6469464242625849,0.20690022219606463,0.22700428959315874,0.28234012621932814,0.28375536199144846,0.17649208363041732,0.19364145498777185,0.24084458025232636,0.24205181873471485
2020-03-25,5.5262197084378215,0.15322806228958075,0.8467719377104193,1,covid_crash_2020,Sovereign,1.0995256987747528,1.2670266176247442,1.5758841200073943,1.5837832720309302,0.19896525233984447,0.22927546939369037,0.28516494152435223,0.28659433674211293,0.16847819226085262,0.1941440334879611,0.24146967010165413,0.24268004185995137
2020-03-26,5.230080114330579,0.160511579570185,0.839488420429815,1,covid_crash_2020,Sovereign,0.9954539089871526,1.2120521784765883,1.507508803771102,1.5150652230957353,0.19033243989123197,0.2317463885793123,0.2882381858053153,0.28968298572414036,0.15978187932084303,0.194548409688761,0.24197261930925965,0.24318551211095124
2020-03-27,4.918728769441439,0.16895519949537605,0.8310448005046239,1,covid_crash_2020,Sovereign,0.890551742313781,1.1529614431749988,1.4340137799839106,1.4412018039687486,0.18105323225921852,0.23440232166042502,0.29154154400482507,0.2930029020755313,0.1504633472835796,0.1947988306421086,0.24228408427629988,0.2434985383026358
2020-03-30,3.923819771546593,0.20309435487032373,0.7969056451296763,1,covid_crash_2020,Sovereign,0.5882671322702749,0.9547156341111624,1.187442462526202,1.1933945426389532,0.14992205720967824,0.2433128149856018,0.3026241090727176,0.3041410187320023,0.11947373371984689,0.19389735579441858,0.24116286087238753,0.24237169474302325
2020-03-31,3.5820449250936566,0.21824316791908366,0.7817568320809163,1,covid_crash_2020,Sovereign,0.496737755749146,0.8830893435540375,1.0983561463479263,1.1038616794425467,0.13867435114208074,0.24653217980814354,0.3066282442895963,0.3081652247601794,0.10840962143970963,0.19272821589281713,0.2397087248823681,0.24091026986602138
2020-04-01,3.2402700786407204,0.23583403449635085,0.7641659655036491,1,covid_crash_2020,Sovereign,0.4119193616588308,0.809542207925694,1.0068807491490783,1.0119277599071175,0.12712500861398235,0.24983788026252846,0.31073976079532867,0.3122973503281606,0.09714460494716354,0.19091760499020013,0.2374567493285353,0.23864700623775018
2020-04-02,2.9015359903241973,0.2563093106099747,0.7436906893900253,1,covid_crash_2020,Sovereign,0.3347464342470258,0.7346770936260202,0.913766095418626,0.9183463670325253,0.11536869966917888,0.2532028194983487,0.3149249564595365,0.3165035243729359,0.08579862779100242,0.1883045793882251,0.23420675797551638,0.23538072423528134
2020-04-03,2.5688834182804996,0.2801996823089849,0.719800317691015,1,covid_crash_2020,Sovereign,0.26590801561080546,0.6591671185195971,0.8198493860006011,0.8239588981494962,0.10351112616421997,0.2565967430942488,0.31914620187372034,0.32074592886781095,0.07450734149756028,0.18469841719772004,0.22972153749858473,0.23087302149715003
2020-04-06,1.6378701417494905,0.37909371813761045,0.6209062818623896,1,covid_crash_2020,Sovereign,0.11230713514709476,0.43665293603069505,0.543093900533332,0.5458161700383688,0.06856901062201055,0.26659801952570206,0.3315854454451599,0.33324752440712757,0.042574929436295275,0.1655323850555804,0.20588348605103846,0.2069154813194755
2020-04-07,1.3599830565605582,0.42373185570976135,0.5762681442902386,1,covid_crash_2020,Sovereign,0.07834250807091321,0.3668364439960818,0.456258549498461,0.45854555499510213,0.057605503019312596,0.2697360398914257,0.3354884072249796,0.33717004986428206,0.03319621632584501,0.15544028715642966,0.19333128186242687,0.19430035894553704
2020-04-08,1.1033971985261828,0.4754213805650612,0.5245786194349388,1,covid_crash_2020,Sovereign,0.052136290316146604,0.3008962331398777,0.3742443836453113,0.3761202914248471,0.04725070027890727,0.2726998342408222,0.3391746726792426,0.3408747928010278,0.024786707119643252,0.14305250256618718,0.17792378154137434,0.17881562820773397
2020-04-09,0.8711533257827773,0.534429747803623,0.46557025219637704,1,covid_crash_2020,Sovereign,0.03282512647621883,0.23994975494312012,0.29844125068453814,0.29993719367890015,0.03768007938984073,0.27543917682632113,0.3425817727509367,0.3442989710329014,0.017542724064307656,0.1282362870197928,0.15949588233753553,0.16029535877474102
2020-04-13,0.24642081054694295,0.8022972591104196,0.1977027408895804,1,covid_crash_2020,Sovereign,0.002699409561309556,0.06975894463441694,0.08676377555819532,0.08719868079302116,0.010954470749926053,0.28308869076269805,0.35209597503400347,0.35386086345337253,0.002165728892255118,0.055967410078628245,0.06961033932041176,0.0699592625982853
2020-04-14,0.1815141565042459,0.8463715770945198,0.15362842290548018,1,covid_crash_2020,Sovereign,0.0014688922469657886,0.05153329814378068,0.06409534343377359,0.06441662267972585,0.008092439043075017,0.2839078732824634,0.35311484607138227,0.35488484160307926,0.001243228647646348,0.04361631882283377,0.05424847690645785,0.05452039852854221
2020-04-15,0.1592019966708292,0.8626624202442289,0.1373375797557711,1,covid_crash_2020,Sovereign,0.0011310926530349646,0.045243706121398594,0.05627256524464743,0.05655463265174823,0.007104764240951359,0.2841905696380544,0.35346645407342636,0.35523821204756795,0.0009757511255876078,0.039030045023504316,0.048544227327298795,0.04878755627938039
2020-04-16,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-17,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-20,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-21,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-22,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-23,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-24,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-27,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-28,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-29,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-30,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-05,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-06,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-07,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-08,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-11,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-12,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-13,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-14,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-15,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-18,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-19,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-21,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-26,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-27,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-28,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-29,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-04,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-05,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-08,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-09,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-10,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-11,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-12,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-15,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-16,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-17,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-18,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-19,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-22,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-23,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-24,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-25,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-26,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-29,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-30,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-06,0,1.0,0.0,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
