date,event_id,category,structural_theme,question,event_probability,hazard_contribution,probability_factor,severity_factor,velocity_factor,persistence_factor,probability_component_hazard,severity_component_hazard,velocity_component_hazard,persistence_component_hazard,category_weight,severity_scale_weight,days_to_resolution,horizon_units,decay_rate,decay_factor,proxy_family_id,proxy_relation,aggregation_policy,family_aggregation_policy,event_aggregation_policy,event_window_start,event_window_end,quality_score,proxy_family_count,family_proxy_count,dominant_family_market_id,dominant_family_question,dominant_family_probability,dominant_event_market_id,dominant_event_question,dominant_event_probability,total_hazard,rsi,rsi_drag,event_rank_by_hazard,event_hazard_share,category_hazard_share,theme_hazard_share,dominant_event_flag,dominant_category_flag,dominant_theme_flag
2020-02-04,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.172053,1.121300117844265,0.172053,0.8,0.8607079764250578,0.9464851479534838,0.06941560428319324,0.3227638194425822,0.34725674236955956,0.38186395174892995,8.0,10.0,41,1.3666666666666667,0.15,0.8146473164114145,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.172053,,Will COVID-19 trigger a global market panic by March 2020?,0.172053,1.121300117844265,0.4714090154373031,0.5285909845626968,1,1.0,1.0,1.0,True,True,True
2020-02-05,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.190496,1.2477194683067458,0.190496,0.8,0.8607079764250578,0.951229424500714,0.08481399335165055,0.3561817291770979,0.38321056919949736,0.4235131765785,8.0,10.0,40,1.3333333333333333,0.15,0.8187307530779818,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.190496,,Will COVID-19 trigger a global market panic by March 2020?,0.190496,1.2477194683067458,0.4448953768920821,0.555104623107918,1,1.0,1.0,1.0,True,True,True
2020-02-06,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.209643,1.3800122097507026,0.209643,0.8,0.8607079764250578,0.9559974818330998,0.10236172360256829,0.3906134661403177,0.42025515750751335,0.4667818625003032,8.0,10.0,39,1.3,0.15,0.8228346580560183,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.209643,,Will COVID-19 trigger a global market panic by March 2020?,0.209643,1.3800122097507026,0.4201659117138505,0.5798340882861495,1,1.0,1.0,1.0,True,True,True
2020-02-07,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.229437,1.5178801825165058,0.229437,0.8,0.8607079764250578,0.9607894391523232,0.12215569517600045,0.4259319819418854,0.45825381783989305,0.5115386875587269,8.0,10.0,38,1.2666666666666666,0.15,0.8269591339433623,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.229437,,Will COVID-19 trigger a global market panic by March 2020?,0.229437,1.5178801825165058,0.39715948635830073,0.6028405136416992,1,1.0,1.0,1.0,True,True,True
2020-02-10,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.292109,1.961703607038979,0.292109,0.8,0.8607079764250578,0.9753099120283326,0.1956989231608125,0.5359613655472787,0.5766327779777611,0.6534105403531266,8.0,10.0,35,1.1666666666666667,0.15,0.8394570207692074,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.292109,,Will COVID-19 trigger a global market panic by March 2020?,0.292109,1.961703607038979,0.33764350950693867,0.6623564904930613,1,1.0,1.0,1.0,True,True,True
2020-02-11,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.313901,2.1186178367553716,0.313901,0.8,0.8607079764250578,0.9801986733067554,0.22506922155684433,0.5736056184767665,0.6171336639314767,0.7028093327902841,8.0,10.0,34,1.1333333333333333,0.15,0.8436648165963837,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.313901,,Will COVID-19 trigger a global market panic by March 2020?,0.313901,2.1186178367553716,0.3206548709541166,0.6793451290458834,1,1.0,1.0,1.0,True,True,True
2020-02-12,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.336046,2.2794503014714222,0.336046,0.8,0.8607079764250578,0.9851119396030626,0.2568861838793163,0.611550047027648,0.6579575043247698,0.7530565662396882,8.0,10.0,33,1.1,0.15,0.8478937040879159,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.336046,,Will COVID-19 trigger a global market panic by March 2020?,0.336046,2.2794503014714222,0.30492915216654465,0.6950708478334553,1,1.0,1.0,1.0,True,True,True
2020-02-13,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.358484,2.4438393123501068,0.358484,0.8,0.8607079764250578,0.9900498337491681,0.29112891130466967,0.6496890490056341,0.6989906833439494,0.8040306686958539,8.0,10.0,32,1.0666666666666667,0.15,0.8521437889662113,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.358484,,Will COVID-19 trigger a global market panic by March 2020?,0.358484,2.4438393123501068,0.2903735944978197,0.7096264055021804,1,1.0,1.0,1.0,True,True,True
2020-02-14,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.381157,2.6114291184329734,0.381157,0.8,0.8607079764250578,0.9950124791926823,0.3277591878636035,0.6879247929091759,0.7401279455468546,0.8556171921133396,8.0,10.0,31,1.0333333333333334,0.15,0.8564151774836135,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.381157,,Will COVID-19 trigger a global market panic by March 2020?,0.381157,2.6114291184329734,0.2768986922368028,0.7231013077631971,1,1.0,1.0,1.0,True,True,True
2020-02-18,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.473026,3.3063227427371538,0.473026,0.8,0.8737159116880344,1.0,0.4970145838452341,0.8405704275794297,0.9180246968382029,1.050713034474287,8.0,10.0,27,0.9,0.15,0.8737159116880344,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.473026,,Will COVID-19 trigger a global market panic by March 2020?,0.473026,3.3063227427371538,0.23221668689058528,0.7677833131094147,1,1.0,1.0,1.0,True,True,True
2020-02-19,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.495993,3.4842334965486557,0.495993,0.8,0.8780954309205613,1.0,0.544457239382096,0.8781692312304343,0.9638954868980828,1.0977115390380427,8.0,10.0,26,0.8666666666666667,0.15,0.8780954309205613,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.495993,,Will COVID-19 trigger a global market panic by March 2020?,0.495993,3.4842334965486557,0.22300355250672427,0.7769964474932758,1,1.0,1.0,1.0,True,True,True
2020-02-20,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.518843,3.6630187234215943,0.518843,0.8,0.8824969025845955,1.0,0.5936675521339799,0.9153713969489496,1.0097655281524778,1.144214246186187,8.0,10.0,25,0.8333333333333334,0.15,0.8824969025845955,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.518843,,Will COVID-19 trigger a global market panic by March 2020?,0.518843,3.6630187234215943,0.21445335292718443,0.7855466470728156,1,1.0,1.0,1.0,True,True,True
2020-02-21,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.541516,3.8422528576746258,0.541516,0.8,0.8869204367171575,1.0,0.6444733973428441,0.9521024639609456,1.0555489164196543,1.1901280799511817,8.0,10.0,24,0.8,0.15,0.8869204367171575,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.541516,,Will COVID-19 trigger a global market panic by March 2020?,0.541516,3.8422528576746258,0.2065154442348196,0.7934845557651804,1,1.0,1.0,1.0,True,True,True
2020-02-24,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.607891,4.3783933948759,0.607891,0.8,0.9003245225862656,1.0,0.8045382536394593,1.058792781784181,1.1915713822220335,1.3234909772302261,8.0,10.0,21,0.7,0.15,0.9003245225862656,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.607891,,Will COVID-19 trigger a global market panic by March 2020?,0.607891,4.3783933948759,0.1859291291248274,0.8140708708751726,1,1.0,1.0,1.0,True,True,True
2020-02-25,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.629271,4.555103575079252,0.629271,0.8,0.9048374180359596,1.0,0.8597184681481407,1.0929707145546395,1.2362009991831722,1.3662133931932994,8.0,10.0,20,0.6666666666666666,0.15,0.9048374180359596,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.629271,,Will COVID-19 trigger a global market panic by March 2020?,0.629271,4.555103575079252,0.18001464535892717,0.8199853546410728,1,1.0,1.0,1.0,True,True,True
2020-02-26,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.650182,4.73006330622739,0.650182,0.8,0.9093729344682314,1.0,0.9154194768529148,1.1263547460285457,1.2803456508102473,1.4079434325356819,8.0,10.0,19,0.6333333333333333,0.15,0.9093729344682314,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.650182,,Will COVID-19 trigger a global market panic by March 2020?,0.650182,4.73006330622739,0.17451814169543425,0.8254818583045658,1,1.0,1.0,1.0,True,True,True
2020-02-27,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.670563,4.902787499112245,0.670563,0.8,0.9139311852712282,1.0,0.9713793890012958,1.1588821799011229,1.3239232053334224,1.4486027248764035,8.0,10.0,18,0.6,0.15,0.9139311852712282,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.670563,,Will COVID-19 trigger a global market panic by March 2020?,0.670563,4.902787499112245,0.16941148570067885,0.8305885142993211,1,1.0,1.0,1.0,True,True,True
2020-02-28,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.690357,5.072811080980296,0.690357,0.8,0.9185122844014574,1.0,1.0273349745199216,1.1904970611088717,1.3668577189654139,1.4881213263860895,8.0,10.0,17,0.5666666666666667,0.15,0.9185122844014574,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.690357,,Will COVID-19 trigger a global market panic by March 2020?,0.690357,5.072811080980296,0.1646683861337205,0.8353316138662795,1,1.0,1.0,1.0,True,True,True
2020-03-02,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.745625,5.5617291357389815,0.745625,0.8,0.9323938199059483,1.0,1.1923352062101606,1.2792867258583451,1.490998796347545,1.5991084073229314,8.0,10.0,14,0.4666666666666667,0.15,0.9323938199059483,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.745625,,Will COVID-19 trigger a global market panic by March 2020?,0.745625,5.5617291357389815,0.15239885391693786,0.8476011460830621,1,1.0,1.0,1.0,True,True,True
2020-03-03,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.762481,5.715969092347728,0.762481,0.8,0.9370674633774034,1.0,1.2453943344725649,1.3066757959582622,1.5305542169690731,1.6333447449478278,8.0,10.0,13,0.43333333333333335,0.15,0.9370674633774034,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.762481,,Will COVID-19 trigger a global market panic by March 2020?,0.762481,5.715969092347728,0.14889883890910313,0.8511011610908968,1,1.0,1.0,1.0,True,True,True
2020-03-04,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.778455,5.864970479930611,0.778455,0.8,0.9417645335842487,1.0,1.2969689962221544,1.3328647089140973,1.5690558886517376,1.6660808861426215,8.0,10.0,12,0.4,0.15,0.9417645335842487,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.778455,,Will COVID-19 trigger a global market panic by March 2020?,0.778455,5.864970479930611,0.14566705026969143,0.8543329497303086,1,1.0,1.0,1.0,True,True,True
2020-03-05,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.793489,6.008204428515697,0.793489,0.8,0.9464851479534839,1.0,1.3467454632499585,1.3577962272948547,1.6064174538523157,1.6972452841185681,8.0,10.0,11,0.36666666666666664,0.15,0.9464851479534839,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.793489,,Will COVID-19 trigger a global market panic by March 2020?,0.793489,6.008204428515697,0.14268990155753705,0.857310098442463,1,1.0,1.0,1.0,True,True,True
2020-03-06,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.807524,6.1451247183241176,0.807524,0.8,0.951229424500714,1.0,1.3944027869073763,1.3814106200260314,1.6425480363581706,1.7267632750325392,8.0,10.0,10,0.3333333333333333,0.15,0.951229424500714,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.807524,,Will COVID-19 trigger a global market panic by March 2020?,0.807524,6.1451247183241176,0.13995556962573902,0.8600444303742609,1,1.0,1.0,1.0,True,True,True
2020-03-09,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.843047,6.512405994877541,0.843047,0.8,0.9656054162575665,1.0,1.521416779302155,1.4437313974686157,1.7425935712710008,1.8046642468357694,8.0,10.0,7,0.23333333333333334,0.15,0.9656054162575665,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.843047,,Will COVID-19 trigger a global market panic by March 2020?,0.843047,6.512405994877541,0.1331131465314663,0.8668868534685337,1,1.0,1.0,1.0,True,True,True
2020-03-10,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.852498,6.618423011672289,0.852498,0.8,0.9704455335485082,1.0,1.557350350166328,1.4614465724647594,1.7728178734602522,1.826808215580949,8.0,10.0,6,0.2,0.15,0.9704455335485082,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.852498,,Will COVID-19 trigger a global market panic by March 2020?,0.852498,6.618423011672289,0.1312607607201499,0.8687392392798501,1,1.0,1.0,1.0,True,True,True
2020-03-11,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.860657,6.715258423652549,0.860657,0.8,0.9753099120283326,1.0,1.5895453146193252,1.4775180492292053,1.801297498267512,1.8468975615365064,8.0,10.0,5,0.16666666666666666,0.15,0.9753099120283326,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.860657,,Will COVID-19 trigger a global market panic by March 2020?,0.860657,6.715258423652549,0.129613286436954,0.870386713563046,1,1.0,1.0,1.0,True,True,True
2020-03-12,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.867464,6.802296495530969,0.867464,0.8,0.9801986733067553,1.0,1.617679005896126,1.4918696392206485,1.8279108013883842,1.8648370490258108,8.0,10.0,4,0.13333333333333333,0.15,0.9801986733067553,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.867464,,Will COVID-19 trigger a global market panic by March 2020?,0.867464,6.802296495530969,0.12816739284040077,0.8718326071595992,1,1.0,1.0,1.0,True,True,True
2020-03-13,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.87286,6.878918460815434,0.87286,0.8,0.9851119396030626,1.0,1.6414376235917512,1.504422357392252,1.8525305330911164,1.8805279467403149,8.0,10.0,3,0.1,0.15,0.9851119396030626,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.87286,,Will COVID-19 trigger a global market panic by March 2020?,0.87286,6.878918460815434,0.12692097335101807,0.873079026648982,1,1.0,1.0,1.0,True,True,True
2020-03-16,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.88,7.004887853516484,0.88,0.8,0.9950124791926823,1.0,1.6773552051852254,1.5248683683502051,1.896578819543297,1.9060854604377562,8.0,10.0,1,0.03333333333333333,0.15,0.9950124791926823,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.88,,Will COVID-19 trigger a global market panic by March 2020?,0.88,7.004887853516484,0.12492367392264063,0.8750763260773594,1,1.0,1.0,1.0,True,True,True
2020-03-17,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.877197,6.982575693683067,0.877197,0.8,0.9950124791926823,1.0,1.6679588910919858,1.52117154171023,1.8919808337430635,1.9014644271377876,8.0,10.0,1,0.03333333333333333,0.15,0.9950124791926823,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.877197,,Will COVID-19 trigger a global market panic by March 2020?,0.877197,6.982575693683067,0.1252728490619062,0.8747271509380938,1,1.0,1.0,1.0,True,True,True
2020-03-18,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.869043,6.91766903964037,0.869043,0.8,0.9950124791926823,1.0,1.6407371256673173,1.5103852174562753,1.8785651746964338,1.887981521820344,8.0,10.0,1,0.03333333333333333,0.15,0.9950124791926823,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.869043,,Will COVID-19 trigger a global market panic by March 2020?,0.869043,6.91766903964037,0.1262997979573823,0.8737002020426177,1,1.0,1.0,1.0,True,True,True
2020-03-19,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.85592,6.813208649524806,0.85592,0.8,0.9950124791926823,1.0,1.597280032029183,1.4929246023265568,1.8568482622608704,1.8661557529081956,8.0,10.0,1,0.03333333333333333,0.15,0.9950124791926823,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.85592,,Will COVID-19 trigger a global market panic by March 2020?,0.85592,6.813208649524806,0.12798839053924654,0.8720116094607535,1,1.0,1.0,1.0,True,True,True
2020-03-20,covid_crash_2020,Sovereign,systemic_credit,Will COVID-19 trigger a global market panic by March 2020?,0.83821,6.672235281472786,0.83821,0.8,0.9950124791926823,1.0,1.5393316449275174,1.4691608498371695,1.8272917244116373,1.8364510622964618,8.0,10.0,1,0.03333333333333333,0.15,0.9950124791926823,covid_crash_2020,substitute,,weighted_average,max,2020-01-20,2020-04-15,0.5,1,1,,Will COVID-19 trigger a global market panic by March 2020?,0.83821,,Will COVID-19 trigger a global market panic by March 2020?,0.83821,6.672235281472786,0.1303401112339241,0.8696598887660759,1,1.0,1.0,1.0,True,True,True
